Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDE09,OUT018,1695.8583719307132
NCU06,OUT027,5962.472113185417
FDT19,OUT010,419.0921201694902
DRF15,OUT017,2455.1028096055343
DRI51,OUT013,2775.2831224366855
NCX54,OUT013,1648.6599147974446
DRE01,OUT013,3911.8573057012395
NCB07,OUT045,3047.8284901615316
FDU50,OUT035,1884.8718622569372
FDG40,OUT035,592.4309291111076
FDW10,OUT018,2749.7572951541424
FDX51,OUT013,3127.769042822039
NCP17,OUT045,992.315341435167
FDP21,OUT035,3168.141154478298
FDL04,OUT045,1640.746795273962
FDV23,OUT013,2065.0627571073856
FDF24,OUT046,1294.1200544761323
FDH56,OUT027,2987.9703952662903
FDB51,OUT049,936.910062760712
FDI58,OUT027,2711.9818589909196
FDR20,OUT013,770.3629941306749
FDC51,OUT018,2029.3576227053788
FDB16,OUT027,2420.0134632741433
FDE40,OUT049,917.2229186304429
NCM17,OUT035,670.6976819468833
FDU56,OUT035,3150.5562810042156
FDS32,OUT019,300.61110234610095
FDX02,OUT049,3762.207550245734
FDT39,OUT027,3925.2990007653652
FDE35,OUT017,855.682759275911
NCI42,OUT019,568.605376719226
DRL23,OUT046,1648.4396143636068
FDA10,OUT046,2081.4626865759483
FDA11,OUT013,1516.2387282591162
NCM06,OUT046,2450.572351573157
NCT05,OUT035,4148.649722628246
NCQ02,OUT010,499.08263013966956
NCY06,OUT049,2076.9256510513064
FDY56,OUT035,3781.727886988503
FDL02,OUT035,1642.651506583551
NCI06,OUT035,2908.3179171208326
FDQ14,OUT045,2436.4207432596413
FDQ12,OUT017,3761.7473935002276
FDP36,OUT046,747.856896066299
FDK21,OUT027,5964.287054024417
FDO40,OUT045,2468.8854866967545
NCK54,OUT019,284.4008286375035
FDY09,OUT018,2874.5390432375552
NCW30,OUT049,4195.423208142141
NCC55,OUT027,1222.9313528525565
FDE58,OUT018,1876.816635171813
FDR39,OUT013,3028.2289828567064
FDU28,OUT049,3065.5095949831607
FDH08,OUT017,3803.412697359668
FDG35,OUT045,2949.536117845343
FDG22,OUT049,598.3532361363015
FDC34,OUT035,2557.8234629001554
FDP15,OUT018,3631.560305622673
FDK34,OUT010,578.5974457275167
FDU45,OUT035,1921.1177736199006
FDQ04,OUT027,1231.2335755741478
FDX22,OUT018,3302.5332162140066
FDB45,OUT017,1642.6113972784162
NCH43,OUT027,5961.332780423571
DRE60,OUT046,3653.4878698669318
FDD17,OUT027,5964.287054024417
NCM54,OUT017,2048.1440930280673
NCH55,OUT013,2076.398854292341
NCT06,OUT017,2667.627489999132
FDA48,OUT027,5961.332780423571
FDY58,OUT027,5964.287054024417
FDO25,OUT045,3471.6747966099315
FDN50,OUT045,1473.7868431784386
FDH35,OUT035,2645.7261512439723
FDK09,OUT045,3715.3810780877707
FDO16,OUT013,1427.860083079971
FDW11,OUT045,1035.1419721417305
FDU47,OUT027,3129.4933927947845
NCQ42,OUT010,294.98497749644713
FDK55,OUT027,2542.2476876383125
FDN08,OUT049,1926.1137672615494
FDT57,OUT045,3971.853972544702
FDJ12,OUT018,3266.8777068595914
DRL59,OUT017,771.9584006851464
NCN53,OUT046,601.6833975056174
FDO51,OUT010,130.29003053365062
FDK56,OUT017,3110.215434092074
FDY12,OUT035,793.5426914299347
FDU15,OUT035,593.0460612291628
FDQ19,OUT046,4094.7882443271683
DRF15,OUT045,2479.516244897335
DRE25,OUT019,230.79156636933814
FDK57,OUT018,1944.771446354148
FDD33,OUT010,573.0325083343405
FDR34,OUT027,5964.287054024417
FDU04,OUT045,2067.5252026527955
FDE35,OUT019,133.60316058637798
NCD31,OUT035,2758.456933455681
FDJ56,OUT035,1603.6767856721633
NCU53,OUT046,2632.5428278940262
FDD39,OUT035,3469.1832005240904
NCU17,OUT019,246.97606747160626
FDJ20,OUT046,2080.523228255655
NCW41,OUT018,2544.9287759980534
FDL52,OUT035,625.0092017742495
FDS39,OUT035,2091.0778269802076
DRJ47,OUT045,2821.8322748613987
FDP13,OUT010,130.29003053365062
DRK39,OUT010,192.87418539192436
FDF28,OUT010,290.5863489999426
FDB09,OUT045,2053.612142577442
FDM51,OUT046,1607.6625064558916
DRM49,OUT018,723.2490452344033
DRF23,OUT013,2841.5475767554312
DRH01,OUT035,2857.0472162486276
FDH12,OUT027,2875.472507826953
FDA28,OUT019,291.7967468665861
FDW37,OUT018,1394.8535417349453
FDF02,OUT046,1647.0617217162205
DRL37,OUT046,677.0624637720024
NCF43,OUT046,2090.1266532383092
FDH08,OUT010,578.6131211141069
FDR34,OUT019,576.4956479880713
NCK19,OUT049,3171.800470014306
NCD55,OUT018,662.7975407123486
FDT27,OUT049,3875.1877191793465
FDQ57,OUT045,2443.652363092525
FDA47,OUT035,2642.387856794481
DRG15,OUT027,1438.0063568140956
FDE05,OUT018,2411.0217160090815
FDN46,OUT046,1618.530604800275
FDX27,OUT027,2604.9831962954427
FDT51,OUT045,1730.6115777216908
FDU33,OUT013,732.5814632728732
FDJ16,OUT027,1390.415142472354
FDD20,OUT019,285.50363010234213
FDT36,OUT049,597.6403001792206
DRF15,OUT027,3898.9919356234373
FDN52,OUT010,206.00016856855365
FDC22,OUT027,5471.195472279194
FDX15,OUT045,2602.4349329726524
FDT13,OUT013,3116.217523404758
FDU04,OUT017,2062.637445044291
FDU31,OUT019,572.822960727363
FDW59,OUT027,2416.580479709819
NCO29,OUT046,2692.1286479984115
FDL15,OUT035,2481.6066069714375
FDI41,OUT049,2469.473445304022
FDQ48,OUT049,1605.5046085037434
DRI39,OUT013,944.2571120549791
FDI08,OUT013,4113.13837191303
FDC21,OUT049,1716.77344487629
FDF58,OUT035,962.2428415268279
FDS08,OUT010,429.40949584131755
FDE47,OUT045,2043.7609635004046
NCP18,OUT019,363.68393098693144
NCR41,OUT013,1550.9403383551553
FDA27,OUT013,4116.600603856755
FDA43,OUT035,3146.1561912160273
FDA49,OUT045,1365.3328321641775
NCE55,OUT018,2938.5927237941487
DRM49,OUT027,1240.9500669909185
FDF22,OUT027,5953.931834466237
FDQ15,OUT018,1310.909689469281
NCS54,OUT017,2992.7221093808103
NCY05,OUT013,652.2124388579033
FDR45,OUT046,4013.726147680821
FDK57,OUT049,2059.867153533748
FDF41,OUT010,573.4929836088235
FDV21,OUT046,2106.143977912368
FDD51,OUT046,745.056104715218
FDF33,OUT046,1681.7863483893882
FDA38,OUT046,4054.4594076550193
FDR56,OUT045,3130.942871135709
NCN41,OUT017,2042.3878570470035
FDC60,OUT027,2481.3623840712394
FDB47,OUT045,3427.904049788164
DRH01,OUT013,2845.9317425949043
FDW08,OUT046,1644.193551642206
FDF38,OUT027,1229.413001391829
FDY32,OUT017,2599.35063203679
FDG34,OUT049,1676.7929737219517
FDG47,OUT019,570.5529161243832
NCF18,OUT035,3048.5262165394734
FDL39,OUT019,456.4825759088202
NCH55,OUT035,2056.6132644180566
DRJ35,OUT049,915.565667104855
FDS44,OUT035,3917.239415449425
DRE01,OUT018,3589.978289865949
FDY39,OUT013,3133.9794376165974
FDY32,OUT018,2541.444081712514
FDR33,OUT027,2977.3916007535317
NCP50,OUT049,1295.4816020418182
FDZ47,OUT018,1576.8561784139422
FDU57,OUT049,2444.7152248806597
FDY44,OUT013,3111.6110068775843
DRH59,OUT018,1139.8386459157314
FDB03,OUT027,5962.472113185417
FDY46,OUT045,3049.8055883944476
FDM39,OUT045,2888.9157468249823
FDY36,OUT035,1167.288281938434
NCM55,OUT035,3150.5452599660407
FDJ50,OUT010,130.29003053365062
DRL60,OUT013,2424.2465068970155
NCJ54,OUT049,3870.413571563479
FDX59,OUT017,588.9307802180738
FDI07,OUT013,3198.3127804549963
DRF51,OUT010,130.29003053365062
FDM14,OUT017,1676.2208219473587
FDP21,OUT045,3162.3825717460777
FDE40,OUT035,990.2720350862365
FDE05,OUT035,2465.6182010207917
FDM13,OUT027,3127.4089288919663
FDC34,OUT027,4098.588211778677
NCI55,OUT018,2037.6599985376497
NCE43,OUT018,2715.3769265912806
FDW58,OUT018,1642.8035641908218
FDG60,OUT045,3943.1873727664306
FDV31,OUT017,2865.0736109096183
FDR47,OUT013,3018.1196309406205
FDM60,OUT019,130.29003053365062
NCF06,OUT018,3775.2150629010184
NCN26,OUT027,3013.9780676943633
FDQ59,OUT049,1379.9181790556236
FDF09,OUT046,601.6833975056174
NCS06,OUT017,4060.774269494682
FDT44,OUT046,1950.2034794267174
FDI19,OUT017,3882.9959210721004
FDT22,OUT017,903.0762642013452
NCF54,OUT027,4329.9072228707555
DRG25,OUT045,3177.6583416522258
FDB59,OUT017,3103.265628692663
FDQ37,OUT017,3052.0527422743453
FDP56,OUT035,742.0634545224893
FDW44,OUT035,2903.6632724658134
FDJ26,OUT010,570.1198228519834
FDU43,OUT018,3648.083018650843
FDW33,OUT045,1645.2513927130954
NCX53,OUT027,3164.4609277584423
FDN56,OUT010,357.2341090065801
DRF15,OUT049,2466.227292070798
FDO33,OUT017,1883.5603788970132
FDZ39,OUT010,239.82669313114562
NCJ19,OUT017,860.8534129192735
FDU01,OUT035,3105.76558570212
FDT12,OUT035,3777.9293772479245
NCM18,OUT018,991.3793400296262
FDP19,OUT017,2046.102935295655
NCR42,OUT049,597.6737913029916
FDN10,OUT046,1950.9972773377274
FDG44,OUT017,858.4214478617853
FDQ10,OUT046,2916.6749454784544
DRH13,OUT049,1650.120431688111
FDT52,OUT013,4044.8707651845516
FDM56,OUT045,1721.671516773735
NCO43,OUT010,239.82669313114562
NCV29,OUT035,3014.603610338165
NCF06,OUT013,4188.520931832371
FDO50,OUT035,1395.5203660732334
FDT59,OUT013,3861.850033976143
FDX40,OUT027,1222.9313528525565
FDE50,OUT017,3076.608470140414
FDX51,OUT017,3187.234066748666
NCD30,OUT018,1578.0371192589228
FDK15,OUT013,1612.7573085511497
FDL12,OUT045,928.9902333428366
FDK46,OUT017,4005.4853495876578
DRH49,OUT010,184.10384573375893
FDQ57,OUT046,2444.0883284658216
FDY59,OUT017,1422.6838546973202
FDO09,OUT018,3706.7394522560867
NCG30,OUT035,2059.8792082956043
FDM09,OUT017,2776.0757109317656
NCN17,OUT027,2825.1920805343025
NCS42,OUT013,1455.202602531185
FDD02,OUT019,281.47021398143966
FDE34,OUT013,3129.291590514877
FDU38,OUT045,3146.5520791814024
FDB33,OUT046,2613.0407715785304
NCJ29,OUT017,1380.5323620347406
FDZ27,OUT035,741.7667413926815
FDI40,OUT013,1602.7208703161252
FDG22,OUT013,656.3022206292552
FDT51,OUT017,1731.6865869371459
FDF20,OUT018,3035.3259152281103
FDV50,OUT035,2047.1924864999455
FDT02,OUT049,597.7381040182463
DRC49,OUT017,2434.9273928993366
FDF26,OUT049,2422.0808756570636
FDV52,OUT035,1981.2274442715907
FDX59,OUT049,597.0880597926721
FDV25,OUT035,3649.6952852170034
FDW23,OUT027,1228.0967997181026
FDE53,OUT018,1645.1908407743374
FDA19,OUT017,2048.3613106352145
FDH22,OUT046,2077.9562392475923
NCO41,OUT013,1572.331703601609
FDX12,OUT017,3963.7682887390297
FDF17,OUT013,3126.2266186501843
FDS11,OUT045,3735.1206910637743
FDR51,OUT035,2453.9106024048638
FDT49,OUT010,237.51248335420456
FDC56,OUT013,2047.4223529513483
FDR13,OUT027,3010.9369800166805
FDQ60,OUT035,2029.3853155878458
FDN38,OUT049,4048.6694907498413
NCL29,OUT013,2514.3988974337985
FDO13,OUT027,4307.540152607456
FDE26,OUT018,2365.8586177623492
FDA31,OUT010,418.3260104960623
FDX14,OUT035,1159.760767978388
FDA34,OUT045,3002.129752110003
FDF26,OUT013,2402.2368356735888
FDE38,OUT045,2744.762264144886
DRI11,OUT046,1900.7807236938172
FDQ60,OUT027,3013.9780676943633
FDL21,OUT027,1229.413001391829
DRC12,OUT027,5471.195472279194
FDC47,OUT046,3704.289390990297
FDE57,OUT045,2057.411673296479
FDT14,OUT045,2028.700064773661
NCZ53,OUT046,3185.817755278478
FDE28,OUT018,3520.4402591015737
FDR19,OUT035,2463.422772070771
NCF54,OUT019,419.23694315122657
FDZ08,OUT046,1331.235814627624
NCJ05,OUT018,2428.4728166723826
FDF59,OUT046,2076.063668488126
NCO05,OUT035,1614.9248717094906
FDW24,OUT018,738.1841439258453
NCX42,OUT018,2759.886161432672
NCA53,OUT035,742.0634545224893
FDI45,OUT019,428.42326166863853
FDG46,OUT046,1876.4852853600928
FDM20,OUT010,578.6131211141069
FDW11,OUT010,133.60316058637798
FDX08,OUT035,3018.224218302702
NCK17,OUT035,642.3655018491818
FDK32,OUT018,2428.7467199754233
NCA42,OUT035,2610.9396831917184
DRI01,OUT035,2891.2467564851777
NCL55,OUT049,4084.5805186685902
DRE25,OUT018,1460.747378698722
FDD14,OUT017,3044.629921828405
FDB10,OUT046,3904.969444572289
DRN11,OUT035,2444.2351100653796
FDP38,OUT018,746.9185860285794
NCA30,OUT017,3017.2260572894465
FDT15,OUT017,3151.511009871408
NCP55,OUT018,888.7225070951702
FDF12,OUT035,2425.083365848774
FDM21,OUT018,3676.6510173968195
FDX56,OUT035,3360.721045087431
FDF10,OUT017,2479.6563081226136
FDT32,OUT045,3039.215666967594
FDM51,OUT018,1606.8964711565134
NCR50,OUT018,2458.716541165075
FDI19,OUT049,3994.741570601129
FDX21,OUT017,1658.772745905595
FDR31,OUT035,2437.725389335742
FDY02,OUT013,4151.783054636686
NCA29,OUT045,2979.434657942286
NCX17,OUT046,3754.420801782294
FDM12,OUT045,3092.832661530608
FDI53,OUT027,4250.805435362622
NCU30,OUT049,2740.2295357521675
FDC56,OUT027,3025.027534145282
FDK27,OUT018,2029.4331365453243
NCK18,OUT017,2870.3876682211803
FDB52,OUT019,576.6096795652226
DRG25,OUT027,5116.921206194047
FDZ13,OUT049,774.6601132516506
FDB57,OUT019,576.5113233746614
FDR40,OUT046,1334.771707524881
NCO14,OUT019,130.29003053365062
NCN19,OUT045,3166.098198451124
FDQ28,OUT019,370.2711294843541
FDO13,OUT018,2562.3041377626378
FDK48,OUT013,1390.4248900773516
FDU07,OUT018,2417.8181913918465
FDW20,OUT046,2107.222883869085
FDV12,OUT010,237.09112662668002
FDH24,OUT013,2610.259091577578
FDV59,OUT049,3495.0927859877766
FDK57,OUT045,2021.1989512099037
FDL16,OUT027,1240.9500669909185
NCQ17,OUT046,2496.7831199901825
FDJ15,OUT018,3046.246420931084
FDX24,OUT049,1424.8732951740612
FDT47,OUT046,1523.882095769536
FDT10,OUT049,913.8846528738754
FDZ37,OUT018,1394.0509540531627
FDW43,OUT027,5964.287054024417
DRN36,OUT017,1481.003397904159
FDJ14,OUT045,1306.4381200224273
FDA32,OUT013,3436.352884565821
FDJ38,OUT019,509.5165155526761
FDQ57,OUT017,2440.7993834682925
NCQ41,OUT019,514.6844972389506
FDG56,OUT049,919.8071477660689
DRC13,OUT027,3098.613370922685
FDV55,OUT035,2478.6017766942446
FDQ49,OUT045,2602.0697300591846
FDE29,OUT010,133.60316058637798
FDR03,OUT013,3365.2550215594233
FDD45,OUT049,1419.4607486383427
FDN38,OUT010,573.8551026927452
FDT56,OUT046,876.4231469822557
FDT48,OUT045,3242.1978113443843
FDU03,OUT049,2934.764646743526
FDC56,OUT010,274.8516955966186
NCO43,OUT027,2818.489942386869
FDQ27,OUT017,1631.6158742339135
FDR03,OUT046,3427.1972678166644
DRH23,OUT010,130.29003053365062
FDG22,OUT045,629.017584468318
NCJ42,OUT013,1648.1537092737046
FDR24,OUT046,1389.5235701341703
FDW60,OUT035,2981.762678029785
FDJ08,OUT013,3090.165375567347
DRL59,OUT018,775.6214159280396
FDG60,OUT010,574.6808381461645
FDW27,OUT017,2481.8151859443406
FDX14,OUT018,1310.3884436404007
FDC20,OUT013,936.1783573966704
NCS29,OUT018,3829.3272031593665
FDJ56,OUT046,1608.1529832684332
FDB20,OUT019,161.4489302486224
FDL28,OUT027,5962.472113185417
FDW01,OUT018,2416.028037648206
FDL03,OUT046,3105.04053117698
FDX22,OUT049,3562.4312668632883
FDJ21,OUT035,2491.5992273585252
FDR31,OUT045,2428.9548520397725
FDG21,OUT035,2493.5227956871404
FDS22,OUT027,1235.3417904233318
FDK08,OUT035,1599.3069688422984
FDE17,OUT018,2414.422725070717
NCN30,OUT017,1498.5640367809951
FDT50,OUT046,1543.1756950382062
NCX42,OUT049,2727.27597723847
FDJ12,OUT035,3496.063663257263
NCA18,OUT027,3013.9780676943633
FDP23,OUT019,574.2183510739487
FDX12,OUT013,4070.44268872862
FDN40,OUT018,2373.887353532649
FDV48,OUT035,1282.1457633315733
NCY54,OUT013,2851.461744107166
FDL16,OUT010,130.29003053365062
FDR45,OUT018,3650.5062156851
FDJ52,OUT046,2659.3045170719793
DRG01,OUT017,1251.734088678325
FDP52,OUT013,3852.824737866764
FDU58,OUT017,3160.062248522734
FDL02,OUT045,1642.4455374828729
FDG28,OUT013,4048.2872000475672
FDA19,OUT035,2048.748452317579
FDW46,OUT027,1448.6945590197765
NCD43,OUT049,1647.9430728026718
DRG39,OUT013,808.1644526622345
NCF55,OUT049,597.6737913029916
FDJ07,OUT046,1972.015188377942
FDE08,OUT046,2463.888521631595
FDP56,OUT019,130.29003053365062
FDT45,OUT045,832.64069005987
FDF17,OUT018,3021.1389556307254
FDX44,OUT046,1384.9504516965014
FDM28,OUT027,4832.720517822517
FDI36,OUT049,3187.6685763970822
FDS07,OUT045,1908.5700698914866
FDD36,OUT045,1944.434065495322
FDW11,OUT046,940.7002952124661
FDN40,OUT049,2434.57463972805
NCQ18,OUT049,1555.9087616468614
NCQ54,OUT017,2863.5470154433356
NCS42,OUT045,1404.5867343273617
DRH39,OUT010,147.1864563767052
FDC09,OUT027,2825.1920805343025
FDT08,OUT010,361.10048395398
FDC08,OUT035,3808.4537340644847
FDT20,OUT017,591.6729135540007
FDS35,OUT035,1021.7554288162944
FDX58,OUT018,3026.220982427025
FDW58,OUT046,1649.0552245098556
DRD27,OUT046,1603.980722823483
FDH32,OUT019,237.02098402438438
FDS26,OUT035,4102.593528031493
FDQ31,OUT046,1386.2886877428025
FDP11,OUT018,3236.3964320449622
FDD58,OUT017,1601.5075173090852
FDM33,OUT045,3420.600424528665
FDZ16,OUT049,3111.363094034684
NCS29,OUT010,573.1902514609151
NCM18,OUT019,133.60316058637798
FDP11,OUT049,3492.961525630675
NCC42,OUT017,2065.054349198611
DRM23,OUT046,2835.930503270196
NCN55,OUT027,5964.287054024417
FDK46,OUT013,4135.523991901496
FDR01,OUT046,3223.8650295880484
NCA05,OUT045,2475.4749952679917
NCP43,OUT017,2880.220442221764
FDR12,OUT010,404.41000132154795
FDQ01,OUT013,4032.828866343023
FDM13,OUT046,2078.7318729824565
FDQ19,OUT017,3990.3854338747733
FDK56,OUT019,490.7613982806673
NCX06,OUT010,469.9099387977119
FDO56,OUT027,3013.9780676943633
FDU45,OUT045,1819.276089735621
FDI16,OUT019,130.29003053365062
FDL32,OUT046,1901.3092956452363
FDA07,OUT046,2072.83868262249
FDA14,OUT045,2464.549188283714
FDV46,OUT027,3129.4933927947845
NCO07,OUT035,3534.070952157457
NCP41,OUT046,1652.0917546013852
FDY60,OUT018,2050.1442833886003
FDN38,OUT017,3937.9426221011586
FDO15,OUT046,1133.326151549848
FDT60,OUT013,2061.7235658403984
FDA55,OUT035,3783.1927875576434
FDE02,OUT010,227.69544386230484
DRJ39,OUT049,3604.1417839093256
FDV34,OUT035,1122.5004954350316
FDS20,OUT027,5116.921206194047
FDF02,OUT027,2825.1920805343025
FDW40,OUT017,2117.7001410394996
NCB43,OUT046,3072.897760398724
FDR58,OUT017,1398.738208932578
DRJ59,OUT035,636.4947522628487
NCD30,OUT017,1598.9906425785348
FDE14,OUT017,1556.728420681345
FDC28,OUT018,1641.532524293555
FDU16,OUT018,1340.5027013026506
NCD19,OUT035,857.3553081321099
FDU21,OUT046,601.9040126548393
FDV59,OUT027,5963.147721262572
FDU03,OUT045,3104.8191007498335
FDC33,OUT010,569.0020557018307
NCR42,OUT035,592.3666163958529
DRH59,OUT035,1158.5288787014467
NCM31,OUT035,2096.972017621997
FDS50,OUT035,3701.621923286948
FDP39,OUT046,813.6599297276256
FDQ55,OUT013,1965.971661987869
FDV36,OUT019,291.5925735713881
FDI05,OUT027,1948.4577415717886
FDS45,OUT027,2875.472507826953
FDA39,OUT045,630.5486215841973
FDC37,OUT010,251.9948277390713
FDJ60,OUT027,4315.820815209981
DRQ35,OUT046,2068.090163252209
NCJ06,OUT046,2051.771765614668
NCY42,OUT018,2390.440356871138
DRM37,OUT049,3199.950834309264
FDR14,OUT045,772.0007452932597
FDE51,OUT049,692.6800271528278
FDT33,OUT017,2771.2468759119643
FDR08,OUT013,1824.9403113504657
FDE36,OUT010,397.8099985030263
FDL22,OUT019,226.64642445889504
FDR44,OUT013,2079.7318975123535
FDI56,OUT019,214.77491580238038
FDE47,OUT010,294.6144222328508
FDV27,OUT010,210.03619110109494
FDV10,OUT049,660.5924535556137
FDC40,OUT045,1253.0073882847273
NCX41,OUT013,3444.023471584379
NCQ38,OUT027,2825.1920805343025
FDV12,OUT027,2825.1920805343025
FDE52,OUT017,1381.6692264808437
FDG20,OUT027,4657.382210849571
FDV16,OUT027,1222.9313528525565
FDI32,OUT017,1885.1743047974494
FDJ32,OUT049,941.7626941110418
FDN39,OUT018,2683.3525721709693
FDY34,OUT017,2874.1024840806954
FDC14,OUT035,645.4129448117503
FDA55,OUT017,3749.5276367194333
FDZ50,OUT010,464.1063667112236
DRG13,OUT049,2685.5795501522284
FDP01,OUT013,2446.27810278299
NCG54,OUT017,2870.1330483153324
FDM13,OUT045,2050.560395593613
NCO18,OUT027,4808.888112105142
NCW41,OUT013,2517.0803708539834
FDM52,OUT027,3824.5964894525578
NCF55,OUT035,592.3666163958529
FDT09,OUT046,2118.6399825927315
NCM19,OUT035,1721.8870782093757
FDW12,OUT018,2382.5671495779557
FDP15,OUT019,570.5529161243832
FDK36,OUT045,742.3076493805572
FDZ25,OUT035,2907.0193187053255
NCW06,OUT049,3125.348428137093
FDW60,OUT046,3017.1084076643306
DRC49,OUT013,2417.633363099142
NCT17,OUT035,3135.269383672663
NCN06,OUT018,2566.4624916298912
FDC45,OUT013,2800.4327701434254
DRJ47,OUT019,420.8287291308371
NCF06,OUT045,4162.721140474394
FDE21,OUT010,274.45340823382145
DRG27,OUT013,695.0509297359376
FDW40,OUT049,2089.4161479321688
NCO53,OUT046,3127.5857908146595
FDE23,OUT049,693.7407967977647
FDQ16,OUT046,1670.8419746669463
FDS26,OUT045,4099.296339735908
FDZ13,OUT010,130.29003053365062
FDS14,OUT049,2455.6238518100126
FDC10,OUT045,1970.9217079694354
FDY16,OUT049,3131.878197127687
FDJ20,OUT035,2061.6287803650725
FDV43,OUT035,666.3971513378042
FDZ32,OUT027,2826.8277375694956
FDR23,OUT046,2860.950491870225
FDN24,OUT035,820.5301555948956
FDE34,OUT027,5116.921206194047
FDU31,OUT013,3462.237531341873
FDW33,OUT018,1641.0388643739198
FDU26,OUT046,1946.6073613128108
FDE20,OUT027,4327.893569802081
NCW05,OUT035,1640.8221216091881
FDB22,OUT018,2402.7387508814127
FDO56,OUT046,1938.3518305933069
FDA19,OUT027,3127.4089288919663
DRI39,OUT045,867.6141603501299
FDH52,OUT018,937.6475171433195
FDZ50,OUT035,3158.877564487929
NCN42,OUT035,2484.7926109859823
FDB53,OUT013,2440.5881043856525
DRG11,OUT017,1672.4725254828504
DRK11,OUT027,3829.57943663885
FDQ60,OUT017,2037.2628460430496
FDT36,OUT017,589.4830206046223
DRG25,OUT018,3051.1240708267824
DRJ23,OUT046,3074.5086836664295
FDG05,OUT035,2586.6419890443312
NCK06,OUT018,2027.7762168226025
FDU52,OUT017,2427.6863075727465
FDW07,OUT018,1384.9674524118993
NCM17,OUT045,695.4865438551205
FDA22,OUT045,2786.739177260323
NCA41,OUT018,2964.0438125815754
FDF38,OUT035,652.2472082567252
FDH52,OUT046,953.6798281818757
FDY58,OUT019,576.1335289041494
FDZ16,OUT045,3085.101267339998
NCM18,OUT017,952.6927572543177
FDA22,OUT018,2673.003682728833
NCJ43,OUT035,2922.5157429371816
FDI34,OUT027,5962.472113185417
FDG56,OUT046,953.7910060960897
FDS34,OUT046,1940.428977663697
DRC01,OUT035,746.0811475073428
FDQ04,OUT035,632.7712837389565
FDK04,OUT035,859.6332549326356
FDT51,OUT049,1725.4519416345595
FDV26,OUT017,3054.978510528419
FDS04,OUT049,2086.63294947038
FDW43,OUT018,3578.4865522926953
FDQ28,OUT010,367.7423566152092
NCK06,OUT017,2064.5236370238563
FDS23,OUT018,2015.149080148148
FDZ36,OUT019,493.00648078030724
FDE56,OUT018,977.7807550086068
FDW10,OUT027,4652.920485211551
NCN14,OUT045,3050.1344311479215
NCQ18,OUT045,1585.053832599495
FDW08,OUT017,1659.3648083005567
FDU43,OUT035,3970.2882679330437
FDR33,OUT010,255.12961569033317
FDM24,OUT010,359.1897871415199
NCZ05,OUT046,1646.4622291485753
NCV41,OUT035,1799.5234318122052
FDV11,OUT018,2799.5337684956507
NCY05,OUT035,592.7586386601232
FDV44,OUT018,2998.851155067253
FDW32,OUT049,1315.941452674763
NCU18,OUT027,3146.0297487816697
NCC43,OUT035,4091.319585529643
FDW19,OUT013,1732.9505650682802
FDN31,OUT035,3145.303542969786
FDI48,OUT045,750.0037436139057
FDS24,OUT017,1384.9046945901937
FDF46,OUT049,1952.8331044439997
DRG23,OUT017,2427.509027006688
FDG14,OUT018,2389.083253963672
NCY30,OUT049,2912.7367945977244
FDO28,OUT018,2027.2150814552258
DRD24,OUT035,2076.925497391321
FDI33,OUT049,1388.5785175424098
FDN32,OUT046,3165.989826056165
FDR16,OUT045,3492.673812105705
FDF26,OUT046,2429.137578869613
NCN29,OUT018,733.8975312654734
FDE20,OUT045,2917.816204292832
FDA46,OUT046,3173.238171511101
FDU28,OUT045,3037.5543676241696
FDQ48,OUT045,1607.4930477583769
FDV36,OUT013,2106.6711772561544
FDR14,OUT018,834.3606094471807
FDP23,OUT017,3522.1334408054367
FDP56,OUT013,784.0051386193586
FDK48,OUT010,148.7492909044499
FDR48,OUT046,2465.0949636487494
NCY29,OUT049,866.7167826670238
FDM22,OUT018,852.4338860823509
DRJ01,OUT013,2584.355383192868
FDZ43,OUT045,4037.764515380978
FDV03,OUT035,2492.360200709744
FDX11,OUT027,4983.989300763387
NCA41,OUT027,5492.665099032602
FDE38,OUT017,2728.9049575459712
FDI27,OUT018,735.2820155127324
FDN32,OUT013,3105.4273415292696
NCN43,OUT017,2067.062376976927
FDB47,OUT027,5901.208645928091
FDV03,OUT017,2492.2845950876094
NCN30,OUT045,1589.0731176074964
NCV54,OUT010,281.08537929962995
FDV07,OUT013,1698.8314322917818
FDP07,OUT049,3111.020855987581
FDK48,OUT018,1111.3859123008358
FDM15,OUT019,360.55854678472815
FDY19,OUT027,3013.9780676943633
FDK46,OUT046,4136.21671755235
FDY11,OUT045,1034.021090671046
FDH09,OUT046,785.537825874411
FDO08,OUT027,4307.540152607456
FDU14,OUT013,4118.659536116564
FDD22,OUT027,2981.384883254061
FDM27,OUT017,2539.3551763814376
FDL02,OUT027,2836.295905041648
NCA17,OUT035,2482.7544691885914
FDE38,OUT019,400.0499640169242
NCG07,OUT049,3154.706465984069
DRC27,OUT013,4025.28283136834
FDA27,OUT035,4102.690438213739
FDW40,OUT045,2071.3721515539146
DRI11,OUT013,1929.6142349699114
FDN50,OUT046,1473.9746907661226
FDR12,OUT046,2916.9949157743167
FDT34,OUT027,2825.1920805343025
FDW11,OUT035,945.161666823996
NCO30,OUT027,5116.921206194047
FDZ34,OUT017,3160.351835183816
FDU45,OUT017,1854.837432451472
NCD42,OUT035,593.047657040635
FDX25,OUT045,2972.847424651176
NCR29,OUT046,868.7867570846108
